AUS;LP_NR;SEITE;TITEL_NR;ART;LPTITEL;TITEL;BAND;DIRIGENT;KOMPONIST;INTERPR1;INTERPR2;INTERPR3;INTERPR4;INTERPR5;INTERPR6;INTERPR7;INTERPR8;INTERPR9;INTERPR10;ANMERKUNG;MUSIKART;JAHR;MIN;NOTE;SEK;WAHL
;  66; 1;10;CD;20 GREATEST HITS -DIANA ROSS-;LOVE IS LIKE AN ITCHING IN MY H..;ROSS , DIANA & THE SUPREMES;;;;;;;;;;;;;;OLDIE;1966;2;;51;0
;  66; 1;11;CD;20 GREATEST HITS -DIANA ROSS-;YOU KEEP ME HANGING'ON;ROSS , DIANA & THE SUPREMES;;;;;;;;;;;;;;OLDIE;1966;2;;40;0
;  66; 1;12;CD;20 GREATEST HITS -DIANA ROSS-;LOVE IS HERE AND NOW YOU'RE GONE;ROSS , DIANA & THE SUPREMES;;;;;;;;;;;;;;OLDIE;1967;2;;45;0
;  66; 1;13;CD;20 GREATEST HITS -DIANA ROSS-;REFLECTIONS;ROSS , DIANA & THE SUPREMES;;;;;;;;;;;;;;OLDIE;1967;2;;48;0
;  66; 1;14;CD;20 GREATEST HITS -DIANA ROSS-;LOVE CHILD;ROSS , DIANA & THE SUPREMES;;;;;;;;;;;;;;OLDIE;1968;2;;57;0
;  66; 1;15;CD;20 GREATEST HITS -DIANA ROSS-;I'LL TRY SOMETHING NEW;ROSS , DIANA & THE SUPREMES;;;;;;;;;;;;;;OLDIE;1968;2;;18;0
;  66; 1;16;CD;20 GREATEST HITS -DIANA ROSS-;I'M GONNA MAKE YOU LOVE ME;ROSS , DIANA & THE SUPREMES;;;;;;;;;;;;;;OLDIE;1968;3;;6;0
;  66; 1;17;CD;20 GREATEST HITS -DIANA ROSS-;SOMEDAY WE'LL BE TOGETHER;ROSS , DIANA & THE SUPREMES;;;;;;;;;;;;;;OLDIE;1969;3;;28;0
;  66; 1;18;CD;20 GREATEST HITS -DIANA ROSS-;UP THE LADDER TO THE ROOF;ROSS , DIANA & THE SUPREMES;;;;;;;;;;;;;;OLDIE;1970;3;;12;0
;  66; 1;19;CD;20 GREATEST HITS -DIANA ROSS-;STONED LOVE;ROSS , DIANA & THE SUPREMES;;;;;;;;;;;;;;OLDIE;1970;4;;7;0
;  66; 1;20;CD;20 GREATEST HITS -DIANA ROSS-;NATHAN JONES;ROSS , DIANA & THE SUPREMES;;;;;;;;;;;;;;OLDIE;1971;3;;0;0
;  51; 1; 1;LP;WORLD STAR FESTIVAL            S2;SILENCE IS GOLDEN              S2;TREMELOES , THE                S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;3;;7;0
;  51; 1; 2;LP;WORLD STAR FESTIVAL            S2;EVERLASTING LOVE               S2;LOVE AFFAIR , THE              S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;2;;47;0
;  51; 1; 3;LP;WORLD STAR FESTIVAL            S2;IT NEVER RAINS IN SOUTHERN.... S2;HAMMOND , ALBERT               S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;3;;50;0
;  51; 1; 4;LP;WORLD STAR FESTIVAL            S2;DIANA                          S2;ANKA , PAUL                    S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;2;;25;0
;  51; 1; 5;LP;WORLD STAR FESTIVAL            S2;OB-LA-DI, OB-LA-DA             S2;MARMALADE , THE                S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;3;;0;0
;  51; 1; 6;LP;WORLD STAR FESTIVAL            S2;THE GREEN LEAVES OF SUMMER     S2;BROTHERS FOUR , THE            S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;2;;52;0
;  51; 1; 7;LP;WORLD STAR FESTIVAL            S2;YELLOW RIVER                   S2;CHRISTIE                       S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;2;;45;0
;  51; 1; 8;LP;WORLD STAR FESTIVAL            S2;ME AND BOBBY MCGEE             S2;JOPLIN , JANIS                 S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;4;;28;0
;  51; 2; 1;LP;WORLD STAR FESTIVAL            S2;SAN FRANCISCO                  S2;MCKENZIE , SCOTT               S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;2;;56;0
;  51; 2; 2;LP;WORLD STAR FESTIVAL            S2;THE MOST BEAUTIFUL GIRL        S2;RICH , CHARLIE                 S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;2;;36;0
;  51; 2; 3;LP;WORLD STAR FESTIVAL            S2;ATLANTIS                       S2;DONOVAN                        S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;4;;21;0
;  51; 2; 4;LP;WORLD STAR FESTIVAL            S2;MR. TAMBOURINE MAN             S2;BYRDS , THE                    S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;2;;18;0
;  51; 2; 5;LP;WORLD STAR FESTIVAL            S2;SUZANNE                        S2;COHEN , LEONHARD               S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;3;;47;0
;  51; 2; 6;LP;WORLD STAR FESTIVAL            S2;I CAN HELP                     S2;SWAN , BILLY                   S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;2;;37;0
;  51; 2; 7;LP;WORLD STAR FESTIVAL            S2;WHEN WILL I SEE YOU AGAIN      S2;THREE DEGREES , THE            S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;2;;36;0
;  51; 2; 8;LP;WORLD STAR FESTIVAL            S2;SPINNING WHEEL                 S2;BLOOD, SWEAT & TEARS           S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;3;;58;0
;  52; 1; 1;LP;20 POLY STAR HITS              S2;I DO,I DO,I DO,I DO,I DO       S2;ABBA                           S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;3;;15;0
;  52; 1; 2;LP;20 POLY STAR HITS              S2;FOE-DEE-OH-DEE                 S2;RUBETTES                       S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;3;;0;0
;  52; 1; 3;LP;20 POLY STAR HITS              S2;PALOMA BLANCA                  S2;SUNNY MOUNTAIN SINGERS         S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;3;;27;0
;  52; 1; 4;LP;20 POLY STAR HITS              S2;ROLL OVER LAY DOWN             S2;STATUS QUO                     S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;3;;29;0
;  52; 1; 5;LP;20 POLY STAR HITS              S2;IMAGINE ME, IMAGINE YOU        S2;FOX                            S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;3;;10;0
;  52; 1; 6;LP;20 POLY STAR HITS              S2;THANKS FOR THE MEMORY          S2;SLADE                          S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;3;;55;0
;  52; 1; 7;LP;20 POLY STAR HITS              S2;MY WHITE BICYCLE               S2;NAZARETH                       S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;3;;30;0
;  52; 1; 8;LP;20 POLY STAR HITS              S2;FROM SOUVENIRS TO SOUVENIRS    S2;ROUSSOS , DEMIS                S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;2;;35;0
;  52; 1; 9;LP;20 POLY STAR HITS              S2;SANDY (4TH JULY, ASBURY PARK)  S2;HOLLIES , THE                  S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;4;;7;0
;  52; 1;10;LP;20 POLY STAR HITS              S2;HEY YOU                        S2;BACHMAN-TURNER OVERDRIVE       S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;3;;33;0
;  52; 2; 1;LP;20 POLY STAR HITS              S2;REACH OUT, I'LL BE THERE       S2;GAYNOR , GLORIA                S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;3;;7;0
;  52; 2; 2;LP;20 POLY STAR HITS              S2;I'LL DO FOR YOU ANYTHING YOU.. S2;WHITE , BARRY                  S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;4;;8;0
;  52; 2; 3;LP;20 POLY STAR HITS              S2;AUTOBAHN                       S2;KRAFTWERK                      S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;3;;27;0
;  52; 2; 4;LP;20 POLY STAR HITS              S2;DISCO SHIRLEY                  S2;SHIRLEY & COMPANY              S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;2;;51;0
;  52; 2; 5;LP;20 POLY STAR HITS              S2;SWING YOUR DADDY               S2;GILSTRAP , JIM                 S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;2;;51;0
;  52; 2; 6;LP;20 POLY STAR HITS              S2;I'M NOT IN LOVE                S2;10 CC                          S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;3;;45;0
;  52; 2; 7;LP;20 POLY STAR HITS              S2;LONG TALL GLASSES              S2;SAYER , LEO                    S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;3;;19;0
;  52; 2; 8;LP;20 POLY STAR HITS              S2;I WANNA DANCE WIT' CHOO        S2;DISCO TEX & THE SEX-O-LETTES   S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;3;;43;0
;  52; 2; 9;LP;20 POLY STAR HITS              S2;GIRLS                          S2;MOMENTS & WHATNAUTS            S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;3;;1;0
;  52; 2;10;LP;20 POLY STAR HITS              S2;JIVE TALKING                   S2;BEE GEES , THE                 S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;3;;33;0
;  53; 1; 1;LP;POP MARKET 1                   S2;JUKE BOX JIVE                  S2;RUBETTES                       S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;2;;59;0
;  53; 1; 2;LP;POP MARKET 1                   S2;FAR FAR AWAY                   S2;SLADE                          S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;3;;34;0
;  53; 1; 3;LP;POP MARKET 1                   S2;LITTLE BOY BLUE                S2;ANGEL                          S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;3;;6;0
;  53; 1; 4;LP;POP MARKET 1                   S2;I SHOT THE SHERIFF             S2;CLAPTON , ERIC                 S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;3;;30;0
;  53; 1; 5;LP;POP MARKET 1                   S2;ALL OF ME LOVES ALL OF YOU     S2;BAY CITY ROLLERS               S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;2;;20;0
;  53; 1; 6;LP;POP MARKET 1                   S2;TELL HIM                       S2;HELLO                          S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;3;;7;0
;  53; 1; 7;LP;POP MARKET 1                   S2;DANCE(WHILE THE MUSIC STILL..) S2;SVEN & CHARLOTTE               S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;2;;55;0
;  53; 1; 8;LP;POP MARKET 1                   S2;HIGHWAY DRIVER                 S2;RANDY PIE                      S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;2;;50;0
;  53; 1; 9;LP;POP MARKET 1                   S2;ROVER MAN                      S2;ROCK CO.CO.                    S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;2;;50;0
;  53; 1;10;LP;POP MARKET 1                   S2;LET'S GET TOGETHER AGAIN       S2;GLITTER BAND , THE             S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;4;;3;0
;  53; 2; 1;LP;POP MARKET 1                   S2;NEVER CAN SAY GOODBYE          S2;GAYNOR , GLORIA                S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;3;;0;0
;  53; 2; 2;LP;POP MARKET 1                   S2;HANG ON THERE BABY             S2;BRISTOL , JOHNNY               S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;3;;23;0
;  53; 2; 3;LP;POP MARKET 1                   S2;WINDOW SHOPPING                S2;TAYLOR , R. DEAN               S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;2;;44;0
;  53; 2; 4;LP;POP MARKET 1                   S2;LA LA PEACE SONG               S2;WILSON , AL                    S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;2;;45;0
;  53; 2; 5;LP;POP MARKET 1                   S2;LUCY IN THE SKY WITH DIAMONDS  S2;JOHN , ELTON                   S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;3;;15;0
;  53; 2; 6;LP;POP MARKET 1                   S2;ROCK'N' ROLL LADY              S2;SHOWADDYWADDY                  S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;2;;50;0
;  53; 2; 7;LP;POP MARKET 1                   S2;HOT SHOT                       S2;BLUE , BERRY                   S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;2;;24;0
;  53; 2; 8;LP;POP MARKET 1                   S2;I'M DOWN                       S2;HOLLIES , THE                  S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;4;;8;0
;  53; 2; 9;LP;POP MARKET 1                   S2;OH YES! YOU'RE BEAUTIFUL       S2;GLITTER , GARY                 S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;3;;38;0
;  53; 2;10;LP;POP MARKET 1                   S2;SO LONG                        S2;ABBA                           S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;3;;4;0
;  54; 1; 1;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;LITTLE MISS UNDERSTOOD         S2;STEWART , ROD                  S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 1; 2;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;TELL HIM                       S2;EXCITERS , THE                 S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 1; 3;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;BLUE MOON                      S2;MARCELS                        S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 1; 4;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;IT'S MY PARTY                  S2;GORE , LESLEY                  S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 1; 5;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;JEAN                           S2;OLIVER                         S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 1; 6;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;WITH A GIRL LIKE YOU           S2;TROGGS                         S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 1; 7;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;HOOKED ON A FEELING            S2;THOMAS , B.J.                  S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 1; 8;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;SINGLE GIRL                    S2;POSEY , SANDY                  S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 1; 9;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;SAVE THE LAST DANCE FOR ME     S2;DRIFTERS                       S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 1;10;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;RUN TO HIM                     S2;VEE , BOBBY                    S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 2; 1;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;OUT OF TIME                    S2;FARLOWE , CHRIS                S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 2; 2;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;WISHING AND HOPING             S2;MERSYBEATS                     S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 2; 3;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;HE'S SO FINE                   S2;CHIFFONS , THE                 S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 2; 4;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;LITTLE DARLING                 S2;DIAMONDS                       S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 2; 5;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;RHYTHM OF THE RAIN             S2;CASCADES                       S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 2; 6;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;TWILIGHT TIME                  S2;PLATTERS , THE                 S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 2; 7;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;HATS OFF TO LARRY              S2;SHANNON , DEL                  S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 2; 8;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;SILENCE IS GOLDEN              S2;TREMELOES , THE                S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 2; 9;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;HELP ME MAKE IT THROUGH THE... S2;SMITH , SAMMI                  S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  54; 2;10;LP;SWEET LOVE(20 ORIGINAL LOVE S.)S2;SUSIE DARLING                  S2;LUKE , ROBIN                   S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;0;0;;0;0
;  55; 1; 1;LP;HIT MACHINE                    S2;I'M ON FIRE                    S2;5000 VOLTS                     S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  55; 1; 2;LP;HIT MACHINE                    S2;JULIE ANN                      S2;KENNY                          S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  55; 1; 3;LP;HIT MACHINE                    S2;SING A HAPPY SONG              S2;MCCRAE , GEORGE                S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  55; 1; 4;LP;HIT MACHINE                    S2;SOLD MY ROCK 'N'ROLL           S2;LINDA AND THE FUNKY BOYS       S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  55; 1; 5;LP;HIT MACHINE                    S2;MOVIESTAR                      S2;HARPO                          S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  55; 1; 6;LP;HIT MACHINE                    S2;BARBADOS                       S2;TYPICALLY TROPICAL             S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  55; 1; 7;LP;HIT MACHINE                    S2;RHINESTONE COWBOY              S2;CAMPBELL , GLEN                S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  55; 1; 8;LP;HIT MACHINE                    S2;DON'T BE CRUEL                 S2;SWAN , BILLY                   S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  55; 1; 9;LP;HIT MACHINE                    S2;SCOTCH ON THE ROCKS            S2;BAND OF THE BLACK WATCH , THE  S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  55; 1;10;LP;HIT MACHINE                    S2;IF YOU THINK YOU KNOW HOW..... S2;SMOKEY                         S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  55; 2; 1;LP;HIT MACHINE                    S2;OH BOY                         S2;MUD                            S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  55; 2; 2;LP;HIT MACHINE                    S2;I MAY BE TOO YOUNG             S2;QUATRO , SUZIE                 S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  55; 2; 3;LP;HIT MACHINE                    S2;GET DOWN TONIGHT               S2;K.C. AND THE SUNSHINE BAND     S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  55; 2; 4;LP;HIT MACHINE                    S2;THE SIX TEENS                  S2;SWEET , THE                    S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1974;0;;0;0
;  55; 2; 5;LP;HIT MACHINE                    S2;DOWN BY THE RIVER              S2;HAMMOND , ALBERT               S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  55; 2; 6;LP;HIT MACHINE                    S2;TEARS ON MY PILLOW             S2;NASH , JOHNNY                  S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  55; 2; 7;LP;HIT MACHINE                    S2;I SAW HER STANDING THERE       S2;ELTON JOHN BAND                S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  55; 2; 8;LP;HIT MACHINE                    S2;MOTOR BIKIN'                   S2;SPEDDING , CHRIS               S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  55; 2; 9;LP;HIT MACHINE                    S2;HEARTBEAT                      S2;SHOWADDYWADDY                  S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  55; 2;10;LP;HIT MACHINE                    S2;NEW YORK GROOVE                S2;HELLO                          S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;0;;0;0
;  56; 1; 1;LP;HIT POWER                      S2;DADDY COOL                     S2;BONEY M.                       S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;3;;27;0
;  56; 1; 2;LP;HIT POWER                      S2;SILVER BIRD                    S2;RAINFORD , TINA                S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;3;;28;0
;  56; 1; 3;LP;HIT POWER                      S2;DEVIL EYES                     S2;MCLEAN , PENNY                 S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;3;;34;0
;  56; 1; 4;LP;HIT POWER                      S2;I'LL MEET YOU AT MIDNIGHT      S2;SMOKIE                         S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;3;;15;0
;  56; 1; 5;LP;HIT POWER                      S2;COULD IT BE MAGIC              S2;SUMMER , DONNA                 S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;3;;10;0
;  56; 1; 6;LP;HIT POWER                      S2;JUNGLE ROCK                    S2;MIZELL , HANK                  S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;2;;38;0
;  56; 1; 7;LP;HIT POWER                      S2;ROCK AND ROLL LOVE LETTER      S2;BAY CITY ROLLERS               S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;2;;50;0
;  56; 1; 8;LP;HIT POWER                      S2;LOVE STEALER                   S2;HELLO                          S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;3;;30;0
;  56; 1; 9;LP;HIT POWER                      S2;DOCTOR KISS-KISS               S2;5000 VOLTS                     S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;3;;21;0
;  56; 1;10;LP;HIT POWER                      S2;HEAVEN IS IN THE BACK SEAT.... S2;HOT CHOCOLATE                  S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;3;;54;0
;  56; 2; 1;LP;HIT POWER                      S2;IN ZAIRE                       S2;WAKELIN , JOHNNY               S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;3;;16;0
;  56; 2; 2;LP;HIT POWER                      S2;FLY ROBIN FLY                  S2;SILVER CONVENTION              S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;5;;29;0
;  56; 2; 3;LP;HIT POWER                      S2;LET YOUR LOVE FLOW             S2;BELLAMY BROTHERS               S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1975;3;;6;0
;  56; 2; 4;LP;HIT POWER                      S2;ARMS OF MARY                   S2;SUTHERLAND BROTHERS & QUIVER   S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;2;;35;0
;  56; 2; 5;LP;HIT POWER                      S2;YOU ARE MY LOVE                S2;LIVERPOOL EXPRESS              S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;3;;10;0
;  56; 2; 6;LP;HIT POWER                      S2;SHE'S NO ANGEL                 S2;HEAVY METAL KIDS               S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;3;;36;0
;  56; 2; 7;LP;HIT POWER                      S2;DISCO MUSIC/I LIKE IT          S2;J.A.L.N. BAND                  S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;3;;13;0
;  56; 2; 8;LP;HIT POWER                      S2;YOU TO ME ARE EVERYTHING       S2;REAL THING , THE               S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;3;;24;0
;  56; 2; 9;LP;HIT POWER                      S2;MAN TO MAN                     S2;HOT CHOCOLATE                  S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;4;;10;0
;  56; 2;10;LP;HIT POWER                      S2;WILD WILD ANGELS               S2;SMOKIE                         S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;3;;7;0
;  57; 1; 1;LP;DYNAMITE                       S2;THE BEST DISCO IN TOWN         S2;RITCHIE FAMILY                 S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;0;;0;0
;  57; 1; 2;LP;DYNAMITE                       S2;TURN THE BEAT AROUND           S2;ROBINSON , VICKI SUE           S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;0;;0;0
;  57; 1; 3;LP;DYNAMITE                       S2;I'LL MEET YOU AT MIDNIGHT      S2;SMOKIE                         S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;0;;0;0
;  57; 1; 4;LP;DYNAMITE                       S2;SHAKE YOUR BOOTY               S2;K.C. AND THE SUNSHINE BAND     S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;0;;0;0
;  57; 1; 5;LP;DYNAMITE                       S2;LOVE HIT ME                    S2;EDWARDS, J. VINCENT            S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;0;;0;0
;  57; 1; 6;LP;DYNAMITE                       S2;DANCE LITTLE LADY DANCE        S2;CHARLES , TINA                 S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;0;;0;0
;  57; 1; 7;LP;DYNAMITE                       S2;60 MINUTE MAN                  S2;TRAMMPS                        S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;0;;0;0
;  57; 1; 8;LP;DYNAMITE                       S2;PEOPLE GOT TO BE FREE          S2;HUSKY                          S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;0;;0;0
;  57; 1; 9;LP;DYNAMITE                       S2;SUMMERLAND                     S2;OCTOPUS                        S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;0;;0;0
;  57; 1;10;LP;DYNAMITE                       S2;HOWZAT                         S2;SHERBET                        S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;0;;0;0
;  57; 2; 1;LP;DYNAMITE                       S2;BESAME MUCHO                   S2;CHRISTIAN , DENNIE             S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;0;;0;0
;  57; 2; 2;LP;DYNAMITE                       S2;LITTLE BY LITTLE               S2;VERES , MARISKA                S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;0;;0;0
;  57; 2; 3;LP;DYNAMITE                       S2;SINCE I MET YOU BABY           S2;HARRIS , OSCAR                 S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;0;;0;0
;  57; 2; 4;LP;DYNAMITE                       S2;MIDNIGHT LOVE AFFAIR           S2;DOUGLAS , CAROL                S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;0;;0;0
;  57; 2; 5;LP;DYNAMITE                       S2;ROSE OF CIMARRON               S2;POCO                           S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;0;;0;0
;  57; 2; 6;LP;DYNAMITE                       S2;MEMORY OF LIFE                 S2;WEST , ALBERT                  S2;;;STÄNDER 2;;;;;;;;;;;OLDIE;1976;0;;0;0
